Name,Overall,Potential,InternationalReputation,Skill,WorkRate,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Stamina,Strength,LongShots,Aggression,Interceptions,Penalties,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Position
S. Diop,86,87,3,4,99,72,87,77,86,81,87,80,75,88,78,77,80,81,90,74,76,73,58,72,64,42,8,11,9,6,10,2
Alex Sandro,75,86,1,3,99,69,67,59,76,61,76,75,71,79,77,69,78,70,74,46,68,38,45,60,44,30,11,12,13,8,12,2
Douglas Costa,80,86,1,3,99,75,73,59,81,69,81,82,80,82,72,75,81,79,80,67,75,65,65,60,67,67,10,7,10,15,14,2
T. Müller,78,86,1,3,99,76,59,64,77,48,78,65,68,78,89,91,75,75,84,73,62,67,71,46,73,75,10,8,14,6,8,3
Thiago,78,86,2,3,99,68,68,70,83,67,78,65,78,81,63,58,64,74,69,70,74,64,66,58,69,66,3,5,3,3,5,2
M. Reus,78,86,1,3,99,63,81,76,72,80,76,72,54,77,75,77,74,79,69,76,72,57,23,60,26,16,8,7,12,9,13,1
Azpilicueta,76,86,2,4,99,69,78,57,67,69,83,58,63,76,90,90,91,71,70,44,73,53,18,65,38,25,12,9,9,6,11,1
L. Bonucci,62,86,1,3,99,61,61,53,69,59,63,52,67,67,69,65,62,54,42,68,58,42,54,41,65,63,8,8,14,5,10,2
M. Pjani?,65,86,1,1,99,10,11,11,29,9,13,15,25,17,25,23,26,29,19,63,8,26,11,13,10,13,68,65,66,64,68,4
M. Benatia,64,86,1,3,99,52,65,56,55,66,62,57,47,63,85,84,76,61,53,59,57,36,21,58,21,19,5,13,6,15,14,1
M. Özil,65,86,1,2,99,27,23,59,70,25,57,34,64,58,62,58,56,52,60,67,22,56,62,33,67,64,13,12,9,8,12,2
Fernandinho,67,86,1,4,99,52,51,38,73,48,70,55,69,70,65,63,70,68,63,54,63,55,54,46,49,48,7,7,14,15,11,2
Iniesta,67,86,1,3,99,39,69,59,59,60,70,59,47,69,69,73,71,68,59,65,54,52,11,62,13,21,6,12,8,9,7,1
Koke,69,86,1,4,99,53,66,30,71,44,76,62,50,74,78,71,81,70,58,38,63,41,20,58,23,21,13,9,13,10,6,2
A. Lacazette,70,86,1,3,99,77,70,32,60,44,73,50,45,73,83,92,78,65,68,52,40,35,45,55,48,27,8,15,11,7,11,2
William Carvalho,71,86,1,4,99,63,58,45,68,57,76,71,65,74,83,78,79,64,72,71,64,45,41,58,37,31,13,13,10,15,12,2
A. Lopes,72,86,1,2,66,38,23,65,66,34,51,32,65,62,65,68,65,48,56,68,30,71,72,43,75,72,12,12,6,7,13,3
S. de Vrij,73,86,1,3,99,67,64,39,75,64,76,74,69,75,86,83,86,73,64,51,70,38,30,58,41,32,10,8,13,8,13,2
H. Ziyech,73,86,1,2,99,26,29,74,66,32,49,27,57,66,72,70,64,41,68,66,23,66,73,43,74,72,11,10,8,14,13,3
Y. Carrasco,72,86,1,4,99,62,70,56,64,65,73,72,52,71,87,85,75,71,70,77,59,59,21,63,24,21,10,12,15,11,9,1
S. Savi?,73,86,1,3,99,63,53,32,78,39,73,49,72,76,67,71,75,64,78,68,62,49,57,38,66,45,14,10,10,8,7,2
Suso,74,86,1,3,99,56,52,72,75,49,74,56,67,75,65,66,67,73,83,82,67,82,74,58,74,68,7,9,12,9,11,2
J. Draxler,73,86,1,3,99,73,72,50,69,52,79,55,72,75,77,76,65,66,63,61,55,34,34,62,24,28,12,9,11,15,12,2
Danilo Pereira,75,86,1,4,99,69,70,52,68,67,82,72,54,78,91,88,85,77,69,61,76,66,25,66,32,27,5,6,14,7,12,2
Sergi Roberto,76,86,1,3,99,75,49,59,72,27,75,72,64,73,87,91,73,79,88,75,66,82,71,36,73,74,13,16,8,12,13,3
Gonçalo Guedes,77,86,1,3,99,74,30,69,74,35,72,68,67,73,78,84,69,57,69,79,52,72,76,45,79,81,10,7,14,11,15,3
D. Rugani,76,86,2,3,99,59,74,69,72,64,78,65,70,74,76,79,69,76,71,83,62,63,41,66,28,22,13,6,7,7,12,1
Samu Castillejo,78,86,1,3,99,79,53,68,78,21,80,71,63,81,87,86,82,57,74,65,52,65,69,37,81,80,10,7,14,12,15,3
Nélson Semedo,77,86,2,2,99,37,30,74,64,48,43,32,59,60,64,68,46,50,69,83,31,77,78,44,78,80,10,7,6,14,9,3
Pablo Fornals,76,86,1,3,99,71,64,61,75,64,77,68,72,77,81,78,79,80,88,73,77,77,68,61,72,71,9,15,7,9,5,2
H. Lozano,77,86,2,4,99,64,77,74,74,67,82,78,59,80,74,73,83,72,62,70,73,59,22,58,24,19,11,15,8,9,14,1
T. Strakosha,86,86,4,4,99,77,70,54,90,74,90,80,85,92,70,67,79,65,55,58,71,58,66,71,57,56,6,13,6,13,7,1
E. Hysaj,78,86,1,4,99,74,62,69,76,43,81,71,75,78,88,86,78,69,82,76,64,77,75,49,75,76,7,16,9,10,9,3
R. Guerreiro,76,86,1,3,99,66,64,57,77,68,79,70,73,78,76,80,78,85,77,68,83,68,74,66,75,66,14,5,13,6,7,2
B. Mendy,79,86,2,3,99,66,38,81,76,39,73,46,78,76,75,77,75,43,76,78,24,76,77,41,80,78,12,7,7,7,8,3
B. Pavard,79,86,2,5,99,66,76,50,78,72,87,65,52,84,85,86,91,72,73,63,65,52,37,69,32,32,14,10,5,13,6,2
G. Lo Celso,79,86,1,4,99,72,73,55,75,67,87,76,53,83,87,88,78,78,74,76,74,44,26,59,31,26,11,14,12,14,13,2
M. Caldara,81,86,1,1,99,18,18,11,26,11,14,14,22,15,41,46,31,18,23,56,14,20,24,21,18,12,81,77,75,78,86,4
M. Dahoud,78,86,1,2,66,41,44,74,76,36,56,29,75,67,67,74,69,49,66,69,31,74,82,45,78,81,10,13,15,13,6,3
V. Tsygankov,78,86,2,4,99,65,74,56,72,71,81,76,65,83,87,76,87,78,82,72,71,80,54,61,54,39,7,12,15,9,11,2
David Neres,86,86,3,3,66,68,69,63,85,74,77,70,81,82,68,67,72,83,79,76,78,87,88,61,85,80,12,11,5,13,7,2
Raphinha,80,86,2,2,66,34,36,82,63,51,62,20,58,63,65,69,58,38,67,79,20,76,82,30,84,80,14,9,6,9,5,3
A. Harit,80,86,1,3,99,66,37,73,78,57,66,58,80,77,69,73,68,60,77,74,48,72,84,51,80,81,9,7,15,7,15,3
Richarlison,79,86,2,5,99,69,63,46,78,64,86,70,75,84,87,77,90,67,73,32,64,46,39,57,50,32,15,13,10,13,6,2
L. Martínez,79,86,1,4,99,56,82,79,62,68,78,71,50,79,82,83,79,79,75,86,68,74,31,59,22,25,11,8,8,8,13,1
S. Bergwijn,79,86,1,4,99,69,65,70,81,55,82,65,79,82,74,78,70,65,90,63,67,70,75,57,79,76,10,8,13,15,9,2
A. Diallo,81,86,3,4,99,75,77,60,74,75,84,72,67,80,94,93,91,76,80,59,76,64,45,64,35,29,11,10,14,14,10,1
A. Saint-Maximin,81,86,2,3,99,78,47,66,77,40,75,40,70,77,79,82,76,68,87,69,43,79,80,40,81,80,12,6,14,9,11,3
R. Zobnin,79,86,2,4,99,66,70,53,72,59,87,70,68,81,92,92,93,80,74,66,70,36,15,47,16,22,10,9,12,7,7,1
Denis Suárez,79,86,1,4,99,69,79,75,75,64,84,71,59,79,83,85,78,80,78,76,64,82,35,69,44,36,12,7,8,11,13,1
A. Hakimi,80,86,2,4,99,67,60,43,83,59,85,68,78,83,78,67,87,83,89,58,78,68,76,55,64,59,14,7,9,12,11,2
L. Jovi?,81,86,2,3,99,87,33,65,80,31,80,80,69,79,77,86,68,79,81,81,65,75,79,50,79,81,7,7,9,15,9,3
F. Mendy,79,86,2,3,99,77,72,44,82,68,83,82,78,84,77,77,82,75,72,57,73,47,62,63,59,42,10,14,10,7,7,2
Vallejo,79,86,1,4,99,76,75,45,73,69,81,77,62,80,88,86,86,80,87,65,74,74,52,68,41,27,8,7,13,8,14,2
Diogo Jota,79,86,1,4,99,76,75,45,80,68,80,68,69,81,82,83,77,70,74,47,72,57,39,61,36,37,9,7,15,6,12,2
Pablo Maffeo,82,86,2,2,66,40,33,80,65,35,64,45,59,65,56,67,59,58,67,79,39,72,86,36,86,82,5,10,5,5,5,3
B. Cristante,81,86,2,4,66,74,50,58,73,42,80,61,65,78,91,92,88,74,91,62,60,77,80,38,78,79,16,12,10,14,12,3
N. Mukiele,81,86,3,4,99,85,75,52,84,78,83,84,75,84,82,68,88,79,72,49,82,69,84,44,70,77,12,6,8,11,8,2
I. Diop,83,86,3,4,99,84,68,53,86,77,83,90,89,83,76,74,85,80,86,59,75,71,62,73,66,36,11,7,11,8,14,2
P. Schick,84,86,2,1,99,19,18,16,32,13,15,15,31,21,63,64,67,20,36,73,18,43,25,16,15,13,86,80,75,81,88,4
Wendel,86,86,3,2,66,44,48,86,77,58,69,56,85,75,57,65,60,74,71,83,65,82,90,70,86,80,2,2,3,2,4,3
H. Onyekuru,86,86,3,2,66,45,47,83,65,44,64,34,65,64,65,75,59,66,69,91,24,86,86,41,87,85,7,4,8,7,11,3
Gedson Fernandes,82,86,2,4,66,81,77,43,80,58,85,78,77,83,85,86,83,78,55,50,73,48,50,59,43,25,13,16,15,8,14,2
B. Embolo,81,86,1,4,99,74,77,50,84,70,81,63,80,81,71,66,79,75,77,67,80,69,74,46,74,73,9,11,12,7,15,2
K. Tierney,83,86,2,2,66,35,34,85,72,27,47,34,69,68,55,61,61,43,58,77,31,83,84,37,83,84,14,13,14,13,12,3
M. Mount,84,86,3,2,66,49,25,80,71,27,63,45,71,71,67,69,61,65,66,80,60,78,87,41,87,83,8,10,7,14,13,3
J. Kluivert,83,86,3,3,66,50,61,78,82,55,76,48,79,78,63,68,58,76,83,89,65,85,84,52,84,75,9,7,13,14,15,2
W. McKennie,83,86,3,4,99,85,63,72,86,50,78,74,78,83,78,79,69,65,85,69,66,68,81,57,83,83,14,16,11,15,10,3
G. Chakvetadze,83,86,3,4,99,84,70,50,86,72,88,87,75,89,83,77,86,78,77,56,87,23,20,72,23,18,15,15,9,8,9,2
Ferrán Torres,86,86,3,3,99,84,55,76,81,68,80,78,71,81,83,86,79,80,92,79,72,82,82,60,84,84,7,7,9,12,5,3
A. Maier,83,86,3,4,99,83,78,65,84,84,88,78,79,89,78,77,80,86,69,66,82,48,66,63,64,44,11,13,5,13,8,2
J. Koundé,82,86,1,4,99,76,75,60,77,71,86,76,68,81,89,90,85,81,81,62,77,67,50,69,34,30,9,12,11,9,9,2
Rafael Leão,86,86,3,2,99,81,46,76,81,51,69,68,80,77,76,76,72,68,87,71,60,82,89,66,90,86,13,9,10,6,5,3
F. Romagna,84,86,3,3,99,68,52,73,84,50,80,79,86,79,49,53,51,59,84,90,55,75,84,60,85,68,6,6,5,14,14,2
Paulinho,86,86,3,3,99,80,60,60,89,72,86,86,85,89,66,66,77,78,78,66,82,70,78,79,74,70,7,7,13,7,8,2
J. Dilrosun,83,86,3,4,99,78,79,53,77,68,88,81,71,87,89,87,88,84,74,59,75,61,18,74,39,26,9,11,9,10,10,2
Brahim Díaz,86,86,4,4,99,79,87,49,86,90,87,89,75,86,86,85,86,88,73,67,86,49,50,89,36,45,12,12,13,13,11,2
A. Gouiri,86,86,4,3,99,79,87,82,83,84,75,81,72,82,73,75,75,78,87,68,80,57,58,60,41,44,6,7,11,14,14,2
M. Gibbs-White,86,86,3,5,99,72,69,54,90,90,90,85,87,90,78,69,90,75,75,59,79,57,78,75,63,65,6,11,7,9,13,2
C. Früchtl,86,86,3,5,99,84,67,50,84,76,92,84,68,91,97,93,93,86,78,63,80,55,48,77,38,34,13,15,9,12,5,2
E. Ampadu,86,86,4,4,99,83,73,54,89,80,84,84,82,90,72,69,79,70,69,57,75,48,24,67,16,19,6,14,10,6,14,2
W. Geubbels,85,86,3,4,99,64,88,73,80,81,85,74,59,83,81,84,85,83,79,73,75,70,42,84,42,30,11,6,9,5,6,1
A. Dabo,85,86,3,3,99,86,72,61,90,56,82,85,89,86,71,68,74,84,90,79,81,71,66,59,69,51,14,12,5,10,13,2
R. Mahrez,70,85,1,2,66,41,33,70,59,35,51,32,53,59,64,73,49,51,70,81,33,65,66,52,71,70,12,14,5,15,11,3
N. Otamendi,75,85,1,4,99,72,66,39,73,52,82,69,70,79,89,80,92,70,60,41,62,32,21,55,20,22,6,6,7,8,9,2
Parejo,64,85,1,4,99,42,58,39,68,52,75,66,52,68,89,74,82,54,67,41,52,42,29,61,43,48,6,7,15,10,10,2
Paulinho,70,85,1,3,99,73,45,60,64,53,74,56,60,72,79,77,72,59,67,60,59,66,65,55,68,69,11,7,8,8,10,2
A. Sánchez,70,85,1,4,99,60,68,39,56,49,79,65,50,73,89,90,83,67,55,42,52,42,42,54,37,37,12,12,11,11,15,2
Y. Brahimi,68,85,1,3,99,50,62,44,67,45,70,50,59,71,82,73,79,66,67,57,62,31,28,62,15,21,14,7,7,8,12,2
J. Boateng,77,85,1,3,99,76,33,73,76,21,71,62,61,75,76,69,68,55,77,60,28,60,78,43,78,76,11,14,10,12,12,3
A. Vidal,73,85,1,4,99,76,58,52,76,68,79,76,60,80,79,77,78,76,64,66,68,44,40,56,26,24,11,11,14,6,12,2
I. Periši?,80,85,2,4,99,76,55,60,84,73,78,79,82,82,75,69,77,82,79,69,80,79,72,57,75,72,9,14,6,9,10,2
E. Džeko,75,85,1,3,99,67,68,65,70,66,80,67,63,79,84,79,73,69,72,61,70,50,29,65,31,26,14,10,10,8,12,2
S. Khedira,73,85,1,1,99,13,16,19,29,18,19,12,19,18,55,49,53,23,25,55,19,24,11,22,10,10,78,72,72,73,78,4
Diego Costa,74,85,1,3,99,47,76,75,64,54,68,50,41,73,71,81,65,75,65,79,64,41,22,72,22,15,12,7,8,13,13,1
R. Nainggolan,80,85,2,4,99,75,78,58,76,68,83,70,64,85,92,92,82,78,73,76,74,54,31,60,29,28,12,8,13,8,15,2
Naldo,77,85,1,3,99,75,50,72,76,62,78,63,52,72,90,90,76,75,75,79,56,75,69,41,76,79,12,10,7,7,7,3
B. Matuidi,80,85,3,4,99,61,65,69,82,63,80,82,81,78,68,62,67,80,76,86,71,81,74,55,75,64,12,9,6,14,8,2
Miranda,80,85,2,3,99,55,37,71,78,36,76,51,75,77,67,69,64,72,83,80,50,87,80,45,84,82,11,15,11,14,10,2
K. Benzema,76,85,1,2,99,28,25,76,64,19,50,18,60,58,61,66,50,48,73,86,22,82,75,42,75,75,15,8,6,10,8,3
Filipe Luís,85,85,3,3,99,64,81,85,84,75,82,66,80,84,73,73,69,83,92,81,80,81,81,71,81,73,16,16,11,6,8,2
V. Kompany,76,85,2,4,99,70,66,68,78,60,76,71,75,78,79,79,76,79,73,64,74,68,64,50,70,66,7,16,9,14,15,2
Pepe,63,85,1,3,99,39,41,58,69,38,67,53,62,68,59,62,66,55,51,39,43,59,56,53,56,56,14,9,5,6,15,2
Z. Ibrahimovi?,66,85,1,3,99,37,66,59,56,54,71,43,45,70,84,80,78,68,59,64,57,28,23,65,22,18,9,15,14,6,11,1
H. Son,64,85,1,4,99,60,61,36,59,55,67,67,49,67,78,79,73,69,61,44,60,39,24,64,30,31,11,8,14,8,10,2
Sergio Asenjo,65,85,1,4,99,66,61,50,62,59,68,67,58,61,78,77,76,60,63,66,62,65,42,44,46,42,13,7,14,8,11,2
Gerard Moreno,67,85,1,3,99,68,40,65,69,31,70,63,63,68,70,68,67,63,67,58,37,58,64,41,68,64,10,14,13,7,12,3
Felipe Anderson,68,85,1,3,99,46,67,59,60,58,67,66,33,66,77,80,68,66,71,84,55,80,22,68,28,15,7,14,13,11,7,1
Nacho Fernández,68,85,1,2,99,57,41,57,64,42,61,54,64,65,85,79,64,38,79,80,35,68,61,30,70,67,6,9,8,11,13,3
J. Pavlenka,68,85,1,3,99,42,73,62,48,66,66,41,28,68,81,80,81,71,49,68,54,25,17,58,21,19,7,7,11,7,7,1
H. Maguire,68,85,1,3,99,40,66,60,56,60,69,50,40,67,80,85,74,64,54,71,61,40,20,58,20,16,8,6,14,14,12,1
G. Kondogbia,69,85,1,2,99,66,30,61,67,29,64,60,64,64,79,76,50,45,70,68,35,69,67,50,70,68,6,10,8,14,13,3
Morata,69,85,1,3,99,55,70,67,61,62,69,63,55,66,83,83,75,70,59,59,66,48,22,60,26,24,7,9,12,15,14,2
W. Zaha,70,85,1,3,99,45,75,66,55,62,64,44,42,67,75,77,69,74,67,73,65,49,17,59,21,18,15,10,16,14,14,1
Luis Alberto,70,85,1,3,99,54,57,53,74,50,73,55,71,75,67,65,74,64,61,66,48,73,60,60,76,69,13,7,9,9,11,2
K. Casteels,70,85,1,3,99,64,69,61,57,61,71,62,55,73,78,75,69,74,68,64,68,59,14,60,14,24,8,7,13,13,11,1
M. Götze,70,85,1,3,99,66,64,36,70,60,74,60,67,74,87,87,84,71,57,39,51,50,31,42,39,38,8,9,8,8,14,2
R. Bürki,70,85,1,3,99,72,48,46,74,64,77,72,61,78,89,89,79,72,75,61,65,37,32,64,44,42,7,13,7,12,15,2
Ricardo Pereira,70,85,1,4,99,64,68,53,66,61,74,55,59,71,85,88,78,68,68,71,62,39,24,64,30,28,7,9,14,10,15,2
A. Doucouré,73,85,1,4,99,58,67,42,74,47,74,60,67,75,78,74,73,63,76,59,70,47,41,50,49,38,7,7,13,10,6,2
Paco Alcácer,73,85,1,4,99,64,68,57,74,47,75,58,70,75,76,78,81,78,78,59,77,58,60,54,64,61,10,5,8,9,6,2
A. Areola,71,85,1,3,99,55,75,63,65,58,70,49,52,69,79,84,68,63,64,78,58,52,27,61,25,19,15,13,6,7,14,1
M. Lanzini,71,85,1,4,99,55,70,57,68,60,78,61,57,74,84,84,77,69,60,61,59,39,24,55,17,21,9,10,7,13,8,1
M. Gómez,72,85,1,3,99,65,60,49,70,58,77,65,67,72,89,86,90,61,73,55,62,55,45,57,56,44,8,14,12,6,9,2
W. Ndidi,72,85,1,4,99,79,59,49,78,63,75,85,73,74,79,66,84,78,64,47,78,57,48,61,59,55,9,14,11,8,15,2
A. Onana,72,85,1,3,66,41,43,73,71,43,66,41,49,69,71,71,72,56,65,71,39,58,72,47,75,72,8,15,7,14,9,3
Mariano,73,85,1,4,99,66,68,40,74,50,77,61,64,75,73,76,85,60,70,45,55,44,34,58,31,28,8,14,9,13,7,2
T. Bakayoko,73,85,1,3,99,65,74,49,70,58,85,48,44,77,86,80,88,72,63,51,69,65,33,65,24,25,12,12,9,15,6,2
K. Baldé,75,85,1,2,66,35,27,78,62,35,36,31,31,68,67,60,41,45,79,77,28,71,75,42,78,71,6,8,12,7,13,3
G. Rulli,85,85,3,2,99,45,57,94,76,60,60,52,70,68,60,65,46,92,61,83,82,72,83,60,88,85,14,10,14,8,14,3
Rony Lopes,72,85,1,3,99,66,66,34,72,41,76,68,68,75,78,76,75,66,66,63,72,52,68,73,62,48,12,9,10,8,12,2
Santi Mina,74,85,1,4,99,72,70,39,71,59,78,56,69,78,90,80,85,70,86,48,64,42,28,69,40,35,10,13,14,10,7,2
Gayà,74,85,1,4,99,65,76,70,64,56,81,43,48,79,93,88,83,75,67,57,66,61,13,56,16,17,13,7,11,11,13,2
André Gomes,75,85,1,3,99,57,42,59,75,37,68,55,71,73,68,78,77,60,80,67,54,70,77,56,75,74,5,11,11,14,8,2
M. Sanson,72,85,1,3,99,59,70,41,75,44,72,41,69,71,59,58,70,51,65,50,66,57,68,45,64,66,13,6,12,14,13,2
E. Can,75,85,1,2,66,57,26,70,77,26,46,31,62,65,69,74,67,60,76,74,33,69,75,33,79,73,14,9,11,6,7,3
L. Paredes,85,85,4,2,66,46,46,80,70,23,58,44,61,62,65,70,63,63,60,86,56,94,85,57,85,82,8,15,5,9,10,3
L. Shaw,75,85,1,2,99,46,26,77,71,25,49,37,55,54,52,69,47,56,61,87,24,75,70,30,81,75,9,13,5,14,14,3
Héctor Bellerín,75,85,1,3,99,76,64,68,74,48,73,50,70,72,87,83,77,71,79,68,68,77,66,53,70,72,8,8,11,10,9,3
J. Butland,74,85,1,3,99,69,74,61,74,63,75,69,54,75,81,85,76,77,72,73,63,68,58,44,55,43,14,6,11,11,11,2
A. Oxlade-Chamberlain,76,85,1,4,99,57,66,48,76,31,74,46,69,76,78,78,81,74,91,82,65,83,78,55,76,73,8,8,14,5,15,2
Rúben Dias,74,85,1,3,99,74,61,74,73,62,71,62,73,74,69,69,66,71,78,83,64,74,73,59,71,73,7,13,11,6,7,2
A. Golovin,76,85,2,3,99,42,76,70,69,74,75,67,54,78,72,77,75,87,70,76,77,38,21,75,24,19,7,15,13,9,7,1
C. Pavón,78,85,1,3,66,59,30,59,78,22,66,31,65,69,76,71,75,53,93,77,39,84,80,32,81,73,13,14,13,15,16,2
V. Lindelöf,74,85,1,3,99,75,59,58,73,56,76,74,72,71,89,87,90,71,69,58,57,67,45,50,39,47,12,13,7,11,5,2
A. Sanabria,75,85,1,3,99,59,59,54,77,61,77,66,74,78,74,67,78,68,75,58,73,57,59,49,59,64,6,11,10,11,15,2
Otávio,74,85,1,3,99,75,66,62,68,48,76,71,58,73,92,83,81,65,70,34,58,57,26,52,31,24,11,13,6,10,12,2
M. Elyounoussi,77,85,1,4,99,69,68,52,79,65,74,73,76,77,78,76,69,77,91,62,74,60,77,67,69,57,7,14,10,8,16,2
B. Chilwell,75,85,1,3,66,65,59,65,77,55,76,66,74,75,54,67,73,66,76,77,65,67,74,52,75,69,13,14,9,14,16,2
N. Amiri,85,85,5,5,99,73,86,83,79,86,79,82,73,84,58,59,75,90,61,86,82,84,20,89,37,24,13,15,10,9,12,1
Y. Mina,80,85,2,1,99,15,12,20,33,13,26,30,26,38,64,62,68,21,39,67,17,29,15,27,18,14,83,79,85,75,80,4
G. Simeone,75,85,1,3,99,72,61,40,66,52,89,65,56,83,97,96,81,74,75,83,55,54,29,47,26,23,13,9,11,12,7,2
W. Barrios,77,85,1,3,99,65,75,73,75,71,76,57,67,78,68,79,50,81,74,95,67,80,37,60,27,15,12,13,14,8,6,1
Aarón Martín,76,85,1,3,99,49,48,72,74,55,69,55,75,73,68,69,54,79,89,85,70,81,74,47,78,66,14,14,7,11,9,2
J. Maddison,77,85,1,3,99,64,56,65,82,28,73,60,79,79,74,86,67,69,79,83,51,88,77,39,78,81,12,12,7,13,11,2
D. Zakaria,76,85,1,4,99,50,76,73,68,67,75,69,41,77,79,84,77,75,69,86,62,69,22,82,14,16,7,13,11,10,8,1
R. Loftus-Cheek,77,85,1,4,99,66,83,58,68,69,80,52,48,81,85,88,79,78,66,66,63,47,22,67,24,17,14,6,8,12,6,1
J. Augustin,78,85,1,2,66,43,51,86,73,41,60,38,52,53,45,62,53,70,79,87,50,80,73,53,79,75,10,8,12,9,12,3
E. Gutiérrez,78,85,1,3,99,76,43,64,73,42,76,67,68,77,81,82,70,69,84,68,38,68,74,52,76,79,10,7,14,7,10,3
Wesley,85,85,3,2,66,48,43,80,70,51,67,32,69,73,66,69,61,70,65,79,41,83,85,49,90,85,12,6,10,13,12,3
H. Winks,75,85,1,4,99,77,70,43,75,62,74,72,78,76,77,80,77,68,63,53,71,47,27,62,35,32,15,15,13,12,11,2
T. Hernández,77,85,1,3,99,65,54,50,83,50,77,71,78,80,75,70,73,63,78,63,62,58,69,51,71,64,8,11,14,13,10,2
Alfa Semedo,77,85,1,4,99,62,63,58,83,54,82,58,81,81,68,74,73,64,75,80,60,79,57,45,67,61,11,7,12,15,13,2
J. Jankto,77,85,1,4,99,74,69,30,78,69,77,78,72,82,77,74,85,83,67,40,73,56,45,74,40,34,11,14,14,12,14,2
F. Benkovi?,78,85,1,4,99,73,65,43,79,65,85,76,73,81,77,68,79,70,77,66,70,48,62,65,57,46,12,12,14,12,10,2
N. Nández,76,85,1,4,99,65,74,65,72,66,85,61,60,77,89,89,86,74,73,65,64,62,41,49,52,35,6,7,14,8,9,2
K. Dolberg,80,85,2,1,99,11,16,12,40,12,21,12,30,36,58,55,55,29,40,79,13,40,27,42,13,11,82,77,71,80,84,4
M. Dembélé,79,85,1,3,99,76,72,48,76,57,79,72,68,76,93,90,92,84,92,73,84,56,49,59,34,30,11,10,9,13,7,2
A. Ndiaye Diedhiou,78,85,2,3,99,40,80,80,68,72,76,69,55,76,79,78,76,79,74,72,66,70,24,71,29,26,12,15,9,14,11,1
A. Franco,79,85,2,3,99,64,36,76,79,34,66,64,73,75,68,77,66,68,75,77,57,78,79,55,80,77,12,16,8,7,9,3
Dani Olmo,80,85,3,1,99,12,15,12,32,16,14,19,23,15,54,48,58,24,42,73,17,26,21,24,13,17,83,76,74,77,83,4
M. Saracchi,80,85,2,3,99,82,47,70,78,54,82,63,68,80,83,85,74,65,77,75,50,76,77,53,80,78,10,12,13,7,7,3
D. Zagadou,81,85,2,1,99,20,19,14,41,16,12,16,32,22,54,52,53,25,28,80,14,26,23,25,18,12,83,78,70,77,84,4
Y. Karamoh,80,85,3,3,99,76,52,60,76,41,75,63,59,78,94,91,82,52,84,58,43,72,77,62,78,80,8,14,14,13,12,3
R. Mandragora,82,85,3,1,99,15,8,17,37,13,12,13,24,23,44,54,49,22,36,74,14,35,18,20,13,16,86,78,73,77,86,4
D. Samassékou,79,85,1,2,66,34,29,81,69,30,54,33,44,60,63,64,47,54,77,78,22,94,76,45,80,75,7,8,13,7,12,3
F. Neuhaus,80,85,1,3,66,50,50,76,74,66,74,58,70,75,73,73,67,82,92,75,74,85,84,55,84,83,13,14,7,7,13,2
Adama,80,85,2,3,99,70,60,72,81,61,76,68,80,81,69,73,73,81,85,83,75,85,81,60,81,80,14,8,8,13,11,2
C. Musonda,82,85,1,1,99,11,16,14,28,19,12,10,17,19,35,37,39,21,20,68,17,22,13,18,10,14,85,78,68,78,85,4
P. Retsos,82,85,2,1,99,15,15,14,35,13,14,20,37,23,44,46,50,21,44,72,18,33,16,20,19,17,83,77,77,81,83,4
S. Grandsir,79,85,1,4,99,69,72,38,80,70,86,75,73,82,80,83,82,76,85,54,75,81,70,52,75,66,12,14,14,10,16,2
S. Kalu,80,85,2,3,99,82,61,52,81,58,77,80,75,81,86,87,79,62,83,61,59,73,74,52,78,80,13,10,9,12,9,3
I. Sangaré,79,85,1,4,99,75,72,64,82,74,80,73,75,78,87,78,84,76,88,62,70,49,36,64,31,44,12,7,8,7,13,2
E. Dennis,81,85,3,3,99,81,61,64,80,56,83,78,78,79,88,87,82,67,84,60,62,75,79,60,80,75,16,12,15,11,11,3
J. Larsen,79,85,1,4,99,78,67,56,77,63,84,74,74,83,76,74,86,67,68,54,68,73,46,72,41,27,11,12,9,10,15,2
T. Abraham,80,85,2,4,99,78,74,69,80,70,77,75,84,79,77,74,79,79,79,76,73,72,77,68,73,76,6,16,16,9,9,2
M. Vargas,81,85,2,3,99,68,73,66,82,68,78,41,74,80,63,70,60,84,93,81,75,78,82,54,83,75,15,12,12,15,14,2
D. Brooks,80,85,2,4,99,78,69,39,80,58,84,73,75,84,84,85,81,80,82,72,76,77,72,69,70,66,16,9,6,9,9,2
E. Audero,80,85,2,4,99,78,79,38,79,56,82,76,72,81,83,76,84,76,70,56,74,39,29,65,28,27,11,10,12,12,11,2
N. Benedetti,79,85,1,4,99,67,81,77,74,67,82,73,63,83,77,79,78,75,69,76,65,32,21,69,20,15,8,14,9,14,13,1
R. Orsolini,85,85,4,2,66,61,45,84,73,46,63,61,66,70,52,59,57,75,66,87,55,87,82,63,85,84,10,9,5,8,6,3
E. Palacios,81,85,2,3,99,53,85,77,76,84,78,78,51,81,82,80,83,80,65,64,68,59,26,71,21,26,12,14,14,8,5,1
A. Lookman,80,85,1,3,99,50,81,82,69,70,75,76,51,72,84,85,79,85,81,79,82,86,45,75,40,34,12,14,6,8,15,1
